"","start_station","end_station","volume"
"8345","17th & Spring Garden","27th & Girard",356
"8346","18th & Chestnut","27th & Girard",64
"8347","18th & Christian","27th & Girard",8
"8348","18th & Fernon, Aquinas Center","27th & Girard",12
"8349","18th & JFK","27th & Girard",492
"8350","18th & JFK Curbside","27th & Girard",198
"8351","18th & Washington, Chew Playground","27th & Girard",36
"8352","19th & Girard, PTTI","27th & Girard",424
"8353","19th & Lombard","27th & Girard",72
"8354","19th & Market","27th & Girard",320
"8355","20th & Fairmount","27th & Girard",756
"8356","20th & Market","27th & Girard",254
"8357","20th & Race","27th & Girard",118
"8358","20th & Sansom","27th & Girard",776
"8359","21st & Catharine","27th & Girard",44
"8360","21st & Winter, Franklin Institute","27th & Girard",32
"8361","22nd & Cecil B. Moore","27th & Girard",146
"8362","22nd & Federal","27th & Girard",178
"8363","23rd & Fairmount","27th & Girard",682
"8364","23rd & Market","27th & Girard",280
"8365","23rd & South","27th & Girard",94
"8366","24th & Cecil B. Moore, Cecil B. Moore Library","27th & Girard",4
"8367","24th & Race SRT","27th & Girard",112
"8368","24th & Sansom","27th & Girard",132
"8369","25th & Diamond","27th & Girard",22
"8370","25th & Locust","27th & Girard",168
"8371","27th & Girard","27th & Girard",3816
"8372","27th & Master, Athletic Recreation Center","27th & Girard",62
"8373","27th & South","27th & Girard",92
"8374","29th & Dauphin","27th & Girard",90
"8375","29th & Diamond","27th & Girard",2
"8376","2nd & Fairmount","27th & Girard",28
"8377","2nd & Germantown","27th & Girard",20
"8378","2nd & Market","27th & Girard",86
"8379","2nd & Norris","27th & Girard",0
"8380","2nd & Race","27th & Girard",52
"8381","2nd & South","27th & Girard",124
"8382","30th Street Station East","27th & Girard",326
"8383","31st & Girard","27th & Girard",1140
"8384","32nd & Baring, Drexel Park","27th & Girard",50
"8385","33rd & Dauphin","27th & Girard",66
"8386","33rd & Diamond","27th & Girard",34
"8387","33rd & Market","27th & Girard",136
"8388","33rd & Reservoir","27th & Girard",376
"8389","34th & Chestnut","27th & Girard",10
"8390","34th & Mantua","27th & Girard",46
"8391","34th & Spruce","27th & Girard",62
"8392","36th & Sansom","27th & Girard",54
"8393","38th & Market","27th & Girard",58
"8394","38th & Powelton","27th & Girard",40
"8395","38th & Spruce","27th & Girard",22
"8396","39th & Mt. Vernon, Mantua Haverford Community Center","27th & Girard",14
"8397","3rd & Girard","27th & Girard",146
"8398","40th & Baltimore, Trolley Portal","27th & Girard",12
"8399","40th & Spruce","27th & Girard",28
"8400","40th Street Station, MFL","27th & Girard",22
"8401","42nd & Lancaster","27th & Girard",22
"8402","43rd & Chester, Clark Park","27th & Girard",22
"8403","44th & Walnut","27th & Girard",36
"8404","45th & Baltimore","27th & Girard",30
"8405","46th Street Station, MFL","27th & Girard",52
"8406","48th & Spruce","27th & Girard",26
"8407","4th & Bainbridge","27th & Girard",212
"8408","4th & Christian","27th & Girard",30
"8409","4th & Walnut, NPS","27th & Girard",110
"8410","4th & Washington","27th & Girard",12
"8411","6th & Berks","27th & Girard",16
"8412","6th & Fairmount","27th & Girard",38
"8413","6th & Race","27th & Girard",34
"8414","7th & Fitzwater","27th & Girard",44
"8415","8th & Market","27th & Girard",90
"8416","8th & Mifflin, Bok Building","27th & Girard",26
"8417","9th & Arch","27th & Girard",154
"8418","9th & Locust","27th & Girard",168
"8419","9th & Spring Garden","27th & Girard",66
"8420","Amtrak 30th Street Station","27th & Girard",156
"8421","Barnes Foundation","27th & Girard",316
"8422","Berks Station, MFL","27th & Girard",50
"8423","Broad & Carpenter","27th & Girard",6
"8424","Broad & Cecil B Moore","27th & Girard",2
"8425","Broad & Christian","27th & Girard",36
"8426","Broad & Diamond","27th & Girard",102
"8427","Broad & Federal","27th & Girard",16
"8428","Broad & Girard","27th & Girard",976
"8429","Broad & Oxford","27th & Girard",412
"8430","Broad & Passyunk","27th & Girard",24
"8431","Broad & Pattison, BSL","27th & Girard",2
"8432","Broad & Ritner","27th & Girard",2
"8433","Corinthian & Poplar","27th & Girard",188
"8434","Crescent Park","27th & Girard",0
"8435","Darien & Catharine","27th & Girard",42
"8436","Del. River Trail & Penn St.","27th & Girard",10
"8437","Dornsife Center","27th & Girard",70
"8438","Fairmount & Ridge","27th & Girard",248
"8439","Foglietta Plaza","27th & Girard",70
"8440","Frankford & Belgrade","27th & Girard",66
"8441","Free Library of Philadelphia - Central Library","27th & Girard",208
"8442","Front & Carpenter","27th & Girard",6
"8443","Girard & Hutchinson","27th & Girard",174
"8444","Girard Station, MFL","27th & Girard",84
"8445","Grays Ferry & Pemberton","27th & Girard",24
"8446","Health Sciences Drive","27th & Girard",8
"8447","Independence Mall, NPS","27th & Girard",82
"8448","Moyamensing & Tasker","27th & Girard",24
"8449","Municipal Services Building Plaza","27th & Girard",182
"8450","Parkside & Belmont, Case Building","27th & Girard",60
"8451","ParkWest Town Center","27th & Girard",22
"8452","Penn Treaty Park","27th & Girard",0
"8453","Pennsylvania & Fairmount Perelman Building","27th & Girard",666
"8454","Pennsylvania Convention Center","27th & Girard",466
"8455","Philadelphia Museum of Art","27th & Girard",834
"8456","Philadelphia Zoo","27th & Girard",74
"8457","Point Breeze & Tasker","27th & Girard",8
"8458","Race Street Pier","27th & Girard",28
"8459","Ridge & Master","27th & Girard",146
"8460","Rittenhouse Square","27th & Girard",86
"8461","Rodin Museum","27th & Girard",2020
"8462","Schuylkill Banks Pergola","27th & Girard",46
"8463","Spring Garden Station, BSL","27th & Girard",496
"8464","Spring Garden Station, MFL","27th & Girard",72
"8465","Temple University Station","27th & Girard",52
"8466","The Children's Hospital of Philadelphia (CHOP)","27th & Girard",38
"8467","The Children's Hospital of Philadelphia, Osler Circle","27th & Girard",24
"8468","Thompson & Palmer, Adaire School","27th & Girard",14
"8469","University City Station","27th & Girard",240
"8470","Welcome Park, NPS","27th & Girard",20
"8471","10th & Chestnut","27th & Master, Athletic Recreation Center",1
"8472","10th & Federal","27th & Master, Athletic Recreation Center",1
"8473","11th & Market","27th & Master, Athletic Recreation Center",8
"8474","11th & Pine, Kahn Park","27th & Master, Athletic Recreation Center",7
"8475","11th & Poplar, John F. Street Community Center","27th & Master, Athletic Recreation Center",0
"8476","11th & Reed","27th & Master, Athletic Recreation Center",1
"8477","11th & South","27th & Master, Athletic Recreation Center",11
"8478","11th & Washington","27th & Master, Athletic Recreation Center",0
"8479","12th & Callowhill","27th & Master, Athletic Recreation Center",6
"8480","12th & Chestnut","27th & Master, Athletic Recreation Center",2
"8481","12th & Filbert","27th & Master, Athletic Recreation Center",11
"8482","12th & Normandy","27th & Master, Athletic Recreation Center",0
"8483","12th & Passyunk","27th & Master, Athletic Recreation Center",0
"8484","13th & Locust","27th & Master, Athletic Recreation Center",14
"8485","13th & Montgomery","27th & Master, Athletic Recreation Center",8
"8486","15th & Castle, DiSilvestro Playground","27th & Master, Athletic Recreation Center",7
"8487","15th & Kitty Hawk","27th & Master, Athletic Recreation Center",0
"8488","15th & Market","27th & Master, Athletic Recreation Center",13
"8489","15th & South","27th & Master, Athletic Recreation Center",3
"8490","15th & Spruce","27th & Master, Athletic Recreation Center",11
"8491","16th & Arch","27th & Master, Athletic Recreation Center",0
"8492","16th & Chestnut","27th & Master, Athletic Recreation Center",0
"8493","17th & Girard","27th & Master, Athletic Recreation Center",9
"8494","17th & Green","27th & Master, Athletic Recreation Center",0
"8495","17th & JFK","27th & Master, Athletic Recreation Center",0
"8496","17th & Locust","27th & Master, Athletic Recreation Center",2
"8497","17th & Pine","27th & Master, Athletic Recreation Center",1
"8498","17th & Sansom","27th & Master, Athletic Recreation Center",17
"8499","17th & Spring Garden","27th & Master, Athletic Recreation Center",61
"8500","18th & Chestnut","27th & Master, Athletic Recreation Center",0
"8501","18th & Christian","27th & Master, Athletic Recreation Center",0
"8502","18th & Fernon, Aquinas Center","27th & Master, Athletic Recreation Center",1
"8503","18th & JFK","27th & Master, Athletic Recreation Center",20
"8504","18th & JFK Curbside","27th & Master, Athletic Recreation Center",1
"8505","18th & Washington, Chew Playground","27th & Master, Athletic Recreation Center",1
"8506","19th & Girard, PTTI","27th & Master, Athletic Recreation Center",26
"8507","19th & Lombard","27th & Master, Athletic Recreation Center",8
"8508","19th & Market","27th & Master, Athletic Recreation Center",10
"8509","20th & Fairmount","27th & Master, Athletic Recreation Center",41
"8510","20th & Market","27th & Master, Athletic Recreation Center",37
"8511","20th & Race","27th & Master, Athletic Recreation Center",14
"8512","20th & Sansom","27th & Master, Athletic Recreation Center",50
"8513","21st & Catharine","27th & Master, Athletic Recreation Center",3
"8514","21st & Winter, Franklin Institute","27th & Master, Athletic Recreation Center",1
"8515","22nd & Cecil B. Moore","27th & Master, Athletic Recreation Center",21
"8516","22nd & Federal","27th & Master, Athletic Recreation Center",6
"8517","23rd & Fairmount","27th & Master, Athletic Recreation Center",67
"8518","23rd & Market","27th & Master, Athletic Recreation Center",145
"8519","23rd & South","27th & Master, Athletic Recreation Center",1
"8520","24th & Cecil B. Moore, Cecil B. Moore Library","27th & Master, Athletic Recreation Center",5
"8521","24th & Race SRT","27th & Master, Athletic Recreation Center",28
"8522","24th & Sansom","27th & Master, Athletic Recreation Center",5
"8523","25th & Diamond","27th & Master, Athletic Recreation Center",4
"8524","25th & Locust","27th & Master, Athletic Recreation Center",10
"8525","27th & Girard","27th & Master, Athletic Recreation Center",76
"8526","27th & Master, Athletic Recreation Center","27th & Master, Athletic Recreation Center",188
"8527","27th & South","27th & Master, Athletic Recreation Center",3
"8528","29th & Dauphin","27th & Master, Athletic Recreation Center",9
"8529","29th & Diamond","27th & Master, Athletic Recreation Center",7
"8530","2nd & Fairmount","27th & Master, Athletic Recreation Center",4
"8531","2nd & Germantown","27th & Master, Athletic Recreation Center",0
"8532","2nd & Market","27th & Master, Athletic Recreation Center",5
"8533","2nd & Norris","27th & Master, Athletic Recreation Center",0
"8534","2nd & Race","27th & Master, Athletic Recreation Center",0
"8535","2nd & South","27th & Master, Athletic Recreation Center",0
"8536","30th Street Station East","27th & Master, Athletic Recreation Center",11
"8537","31st & Girard","27th & Master, Athletic Recreation Center",56
"8538","32nd & Baring, Drexel Park","27th & Master, Athletic Recreation Center",66
"8539","33rd & Dauphin","27th & Master, Athletic Recreation Center",12
"8540","33rd & Diamond","27th & Master, Athletic Recreation Center",2
"8541","33rd & Market","27th & Master, Athletic Recreation Center",104
"8542","33rd & Reservoir","27th & Master, Athletic Recreation Center",15
"8543","34th & Chestnut","27th & Master, Athletic Recreation Center",0
"8544","34th & Mantua","27th & Master, Athletic Recreation Center",3
"8545","34th & Spruce","27th & Master, Athletic Recreation Center",0
"8546","36th & Sansom","27th & Master, Athletic Recreation Center",4
"8547","38th & Market","27th & Master, Athletic Recreation Center",7
"8548","38th & Powelton","27th & Master, Athletic Recreation Center",10
"8549","38th & Spruce","27th & Master, Athletic Recreation Center",0
"8550","39th & Mt. Vernon, Mantua Haverford Community Center","27th & Master, Athletic Recreation Center",0
"8551","3rd & Girard","27th & Master, Athletic Recreation Center",6
"8552","40th & Baltimore, Trolley Portal","27th & Master, Athletic Recreation Center",0
"8553","40th & Spruce","27th & Master, Athletic Recreation Center",3
"8554","40th Street Station, MFL","27th & Master, Athletic Recreation Center",3
"8555","42nd & Lancaster","27th & Master, Athletic Recreation Center",1
"8556","43rd & Chester, Clark Park","27th & Master, Athletic Recreation Center",4
"8557","44th & Walnut","27th & Master, Athletic Recreation Center",1
"8558","45th & Baltimore","27th & Master, Athletic Recreation Center",0
"8559","46th Street Station, MFL","27th & Master, Athletic Recreation Center",0
"8560","48th & Spruce","27th & Master, Athletic Recreation Center",4
"8561","4th & Bainbridge","27th & Master, Athletic Recreation Center",4
"8562","4th & Christian","27th & Master, Athletic Recreation Center",1
"8563","4th & Walnut, NPS","27th & Master, Athletic Recreation Center",2
"8564","4th & Washington","27th & Master, Athletic Recreation Center",1
"8565","6th & Berks","27th & Master, Athletic Recreation Center",1
"8566","6th & Fairmount","27th & Master, Athletic Recreation Center",2
"8567","6th & Race","27th & Master, Athletic Recreation Center",2
"8568","7th & Fitzwater","27th & Master, Athletic Recreation Center",0
"8569","8th & Market","27th & Master, Athletic Recreation Center",5
"8570","8th & Mifflin, Bok Building","27th & Master, Athletic Recreation Center",0
"8571","9th & Arch","27th & Master, Athletic Recreation Center",6
"8572","9th & Locust","27th & Master, Athletic Recreation Center",14
"8573","9th & Spring Garden","27th & Master, Athletic Recreation Center",6
"8574","Amtrak 30th Street Station","27th & Master, Athletic Recreation Center",22
"8575","Barnes Foundation","27th & Master, Athletic Recreation Center",18
"8576","Berks Station, MFL","27th & Master, Athletic Recreation Center",9
"8577","Broad & Carpenter","27th & Master, Athletic Recreation Center",0
"8578","Broad & Cecil B Moore","27th & Master, Athletic Recreation Center",0
"8579","Broad & Christian","27th & Master, Athletic Recreation Center",3
"8580","Broad & Diamond","27th & Master, Athletic Recreation Center",0
"8581","Broad & Federal","27th & Master, Athletic Recreation Center",1
"8582","Broad & Girard","27th & Master, Athletic Recreation Center",17
"8583","Broad & Oxford","27th & Master, Athletic Recreation Center",28
"8584","Broad & Passyunk","27th & Master, Athletic Recreation Center",0
"8585","Broad & Pattison, BSL","27th & Master, Athletic Recreation Center",0
"8586","Broad & Ritner","27th & Master, Athletic Recreation Center",0
"8587","Corinthian & Poplar","27th & Master, Athletic Recreation Center",0
"8588","Crescent Park","27th & Master, Athletic Recreation Center",0
"8589","Darien & Catharine","27th & Master, Athletic Recreation Center",0
"8590","Del. River Trail & Penn St.","27th & Master, Athletic Recreation Center",9
"8591","Dornsife Center","27th & Master, Athletic Recreation Center",4
"8592","Fairmount & Ridge","27th & Master, Athletic Recreation Center",18
"8593","Foglietta Plaza","27th & Master, Athletic Recreation Center",1
"8594","Frankford & Belgrade","27th & Master, Athletic Recreation Center",9
"8595","Free Library of Philadelphia - Central Library","27th & Master, Athletic Recreation Center",14
"8596","Front & Carpenter","27th & Master, Athletic Recreation Center",0
"8597","Girard & Hutchinson","27th & Master, Athletic Recreation Center",5
"8598","Girard Station, MFL","27th & Master, Athletic Recreation Center",7
"8599","Grays Ferry & Pemberton","27th & Master, Athletic Recreation Center",0
"8600","Health Sciences Drive","27th & Master, Athletic Recreation Center",0
"8601","Independence Mall, NPS","27th & Master, Athletic Recreation Center",2
"8602","Moyamensing & Tasker","27th & Master, Athletic Recreation Center",1
"8603","Municipal Services Building Plaza","27th & Master, Athletic Recreation Center",19
"8604","Parkside & Belmont, Case Building","27th & Master, Athletic Recreation Center",2
"8605","ParkWest Town Center","27th & Master, Athletic Recreation Center",7
"8606","Penn Treaty Park","27th & Master, Athletic Recreation Center",0
"8607","Pennsylvania & Fairmount Perelman Building","27th & Master, Athletic Recreation Center",37
"8608","Pennsylvania Convention Center","27th & Master, Athletic Recreation Center",2
"8609","Philadelphia Museum of Art","27th & Master, Athletic Recreation Center",78
"8610","Philadelphia Zoo","27th & Master, Athletic Recreation Center",2
"8611","Point Breeze & Tasker","27th & Master, Athletic Recreation Center",1
"8612","Race Street Pier","27th & Master, Athletic Recreation Center",6
"8613","Ridge & Master","27th & Master, Athletic Recreation Center",0
"8614","Rittenhouse Square","27th & Master, Athletic Recreation Center",5
"8615","Rodin Museum","27th & Master, Athletic Recreation Center",159
